Mult_Handles,Rank,First,MI,Nickname,Last,Suffix,Retired,Service,user_name,user_id,user_description,Professional.nonmil,Professional.mil,Ac_TT,Politician,Private,female,reservist,job,Notes,LI.Handle,Tw.in.LI,Linkedin,Accusation,Reference,
NA,BG,DAVID,E.,,PETERSEN,,11/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/dave-petersen-6b643942?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BHeKILUZ4TUOZUz55o4D0PA%3D%3D,,,
NA,MG,POLLY,A.,,PEYER,,1/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/polly-peyer-ab53065?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BpgaI0IdfQZmXF01trpwylg%3D%3D,,,
NA,MG,JOHN,,,PLETCHER,,9/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/john-pletcher-195085199?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bq1ZXukLuRCaB6p9W1Qgdpg%3D%3D,,,
NA,BG,DENNIS,P.,,PLOYER,,9/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,ROBERT,N.,,POLUMBO,,2/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/rob-polumbo-137b1a149?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BWpAKqhJBRpyvWactAJMLcw%3D%3D,,,
NA,MG,H.,D.,,POLUMBO,,10/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/hd-jake-polumbo-70406410b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B6WmAEyDnSW%2BEGNbMGVyDBw%3D%3D,,,
NA,MG,MARGARET,B.,,POORE,,10/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/peggy-poore?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B9pwhEMH6RGi9Nrc88qFiVQ%3D%3D,,,
NA,MG,JOHN,,,POSNER,,3/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/johndposner?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BAVdrKxMYSqOHpajElFykwA%3D%3D,,,
NA,MG,DAVID,S.,,POST,,1/3/2014,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,JAMES,N.,,POST III,,10/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jim-post-iii-8922ab127?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BRmcwmHwpTUa4In9aFBZDcw%3D%3D,,,
NA,BG,CHARLES,E.,,POTTER,,8/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/chuck-potter-04b1aa97?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BOPzI0wM4QcWXQU0TLE4f1A%3D%3D,,,
NA,MG,KEVIN,E.,,POTTINGER,,6/30/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/kevin-pottinger-446931bb?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bl1dNEmC%2BTzW93sCQigx%2FhQ%3D%3D,,,
NA,MG,ALLAN,R.,,POULIN,,3/30/2010,Air Force,,,,0,0,0,0,0,,,,,,,,Fired for helping son get job,,
NA,BG,BRADLEY,R.,,PRAY,,12/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,DAVID,E.,,PRICE,,1/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/david-e-price-12073745?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BFHH69RmHTlOKck9HWZJHgw%3D%3D,,,
NA,MG,ANTHONY,F.,,PRZYBYSLAWSKI,,2/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/tony-przybyslawski-79947b2b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BtV0zMhO0S3q9l11WbnqMYg%3D%3D,,,
NA,MG,JOHN,T.,,QUINTAS,,9/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/john-quintas-84800046?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BVC1%2FiWzQRyWSd8cUGx2JhA%3D%3D,,,
NA,BG,PATRICIA,A.,,QUISENBERRY,,3/16/2011,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,DONALD,C.,,RALPH,,6/26/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/don-ralph-870465a6?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BcHi72O7rSUqrqtm9lf9ncQ%3D%3D,,,
NA,LTG,MARK,F.,,RAMSAY,,10/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mark-ramsay-98a6352a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BT2U7xNkXSr6n0pEXyFg7ZA%3D%3D,,,
NA,BG,JOHN,R.,"""BOB""",RANCK,,1/1/2013,Air Force,RanckBob,,,0,0,0,0,0,0,0,pilot,,,,https://www.linkedin.com/in/bob-ranck-b9b98826?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B0Z73t6LLS%2BunkqFxX9Z1kA%3D%3D,,,
NA,GEN,ROBIN,,,RAND,,9/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/robin-rand-880607162?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bv21xeU6nSS%2B%2ByWNIl1bxpg%3D%3D,,,
NA,GEN,TIMOTHY,,,RAY,,9/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/timothy-ray2?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bp2VMgD%2FRRdCrfSJyl2Txjw%3D%3D,,,
NA,BG,ROBERT,R.,,REDWINE,,2/28/2013,Air Force,rob_redwine,,,0,0,0,0,0,0,1,missile/intel,,,,,,,
NA,MG,CHARLES,E.,,REED,,4/15/2012,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,ROBERT,D.,,REGO,,8/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,JEFFREY,A.,,REMINGTON,,3/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jeff-remington-96a41236?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B7L3SRVrVSoyQflFntal7uA%3D%3D,,,
NA,GEN,VICTOR,E.,,RENUART,,7/1/2010,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,JOSEPH,,,REYNES,,9/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/joe-reynes-25267823?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BYDxj%2BAl6S26l0%2FnMhuU22w%3D%3D,,,
NA,BG,GEORGE,,,REYNOLDS,,9/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/martyrey2?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bbsz3WU3CSXqDivlA9TZ71A%3D%3D,,,
NA,GEN,EDWARD,A.,,RICE,,12/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/edward-rice-27945ba8?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BMLNNlbtHQ%2FufndEj%2FjUDag%3D%3D,,,
NA,LTG,L.,SCOTT,,RICE,,8/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/l-scott-catfish-rice-824687211?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BeFk8lXP7TfaAoNvG%2BoPALQ%3D%3D,,,
NA,MG,CECIL,R.,,RICHARDSON,,6/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,JACK,L.,,RIVES,,3/1/2010,Air Force,jlrives,921016981,"Executive Director, American Bar Association.  Retired Lt Gen, USAF (judge advocate).  UGA undergrad and law school.",0,0,0,0,0,0,0,jag,,,,https://www.linkedin.com/in/jackrives?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BnKdCbO%2BnRv%2BNQHRd%2Fa8pbA%3D%3D,,,
NA,MG,KAREN,A.,,RIZZUTI,,4/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/karen-rizzuti-13a1088a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BrdpunKWkQh24Im04%2B2HAnA%3D%3D,,,
NA,LTG,DOUGLAS,J.,,ROBB,,1/1/2016,Air Force,DouglasRobb20,1.52E+18,,0,0,0,0,1,0,0,medical,,,,https://www.linkedin.com/in/douglas-robb-do-mph-657756112?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BcgiayBgcR9GyblGJJdtnBQ%3D%3D,,,
NA,LTG,DARRYL,,,ROBERSON,,12/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/darrylroberson?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BIHY8XuL6RU%2B0bXHwFdIzhw%3D%3D,,,
NA,MG,FREDERICK,F.,,ROGGERO,,10/1/2010,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/fredroggero?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bh8gYU55SQuO5%2BHE4%2BimnPw%3D%3D,,,
NA,MG,JANE,C.,,ROHR,,5/29/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jane-rohr-19b61725?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BqauJHM2IQ%2BKyb41REHMN%2FA%3D%3D,,,
NA,MG,MICHAEL,D.,,ROTHSTEIN,,8/31/2019,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/michael-rothstein?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BjaBbHUGmQM%2BcY%2BhT8iKA3g%3D%3D,,,
NA,MG,JAMES,T.,,RUBEOR,,6/1/2013,Air Force,jtrubeor,109647192,"Maj. Gen. James T. Rubeor is commander, 22nd Air Force based at Dobbins Air Reserve Base, Ga.",0,1,0,0,0,0,1,pilot,,,,https://www.linkedin.com/in/jim-rubeor-a56b8340?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BTUY%2FzahRQTaVW7d5vp6ivw%3D%3D,,,
NA,BG,PHILIP,,,RUHLMAN,,5/1/2011,Air Force,PhilRuhlman,,,0,0,0,0,0,0,0,pilot,,,,https://www.linkedin.com/in/philipruhlman?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BiWXwr0KFRA64iv1fAUFpHg%3D%3D,,,
NA,MG,MARSHALL,KEYE,,SABOL,,9/1/2010,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,PAUL,L.,,SAMPSON,,6/21/2012,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,WALTER,J.,,SAMS,,6/15/2019,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/walter-buck-sams-41bb358?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BnOTAlT86RPKUpk4LBNCYjQ%3D%3D,,,
NA,MG,JAY,G.,,SANTEE,,8/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jay-santee-91350944?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bkd6Rp%2BqQSK%2BayeHaVWZcdg%3D%3D,,,
NA,MG,STEPHEN,T.,,SARGEANT,,1/1/2012,Air Force,burner0140,,,0,0,0,0,0,0,0,pilot,,,,https://www.linkedin.com/in/steve-sargeant-ba860124?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BaDDxCneUQDqMQtDAm7KO9g%3D%3D,,,
NA,BG,VINCENT,M.,,SARONI,,6/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/vince-saroni-pe-49baa769?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BAhaFv1oLQ3qfAD9Iy7nSmA%3D%3D,,,
NA,MG,PAUL,G.,,SCHAFER,,10/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/paul-schafer-90918254?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BONyoEhXhSMulJ0Tv1jXM8Q%3D%3D,,,
NA,MG,STEVEN,A.,,SCHAICK,,9/1/2021,Air Force,SSchaick,,,0,0,0,0,0,0,0,chaplain,,,,https://www.linkedin.com/in/steve-schaick?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BqQW1dFlGQBCGNxqxrXaiLA%3D%3D,,,
NA,MG,ROWAYNE,A.,"""WAYNE""",SCHATZ,,10/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/wayne-schatz-b0426335?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3ByJkU7itjSiSXzNvobmBXYQ%3D%3D,,,
NA,MG,WILLIAM,F.,,SCHAUFFERT,,8/14/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/william-schauffert-8549b413?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Brgd5dV3fQUyqKt1zntsWsA%3D%3D,,,
NA,LTG,MARK,O.,,SCHISSLER,,1/1/2017,Air Force,SchisslerSr,565261816,,0,0,0,0,0,0,0,nav,,SchisslerSr,Y,https://www.linkedin.com/in/markoschissler?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3ByixhU2zMSySosp7IwHZ1Og%3D%3D,,,
NA,MG,STEPHEN,D.,,SCHMIDT,,3/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/steve-schmidt-a0518884?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BGLj%2F90MNR8G%2BrYPQYEv8HA%3D%3D,"Misuse of Resources DoD IG, letter of reprimand for unhealthy command climate",,
NA,GEN,NORTON,A.,,SCHWARTZ,,11/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/norton-schwartz-34107659?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BsZkvk1gvQlGuhZci3WMGLQ%3D%3D,,,
NA,MG,DAVID,J.,,SCOTT,,11/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/david-scott-a747a012?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3ByTKYxT8zTW6dywSBItBbAA%3D%3D,,,
NA,BG,PETER,,,SEFCIK,,7/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,BARRE,R.,,SEGUIN,,10/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/barre-seguin-042ab77?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BSC2K5feDT0uOidrtBcDkoA%3D%3D,,,
NA,GEN,PAUL,J.,,SELVA,,8/1/2019,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/paul-selva-454262207?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BilRsHH3dQxyC9VbPZ0vDQw%3D%3D,,,
NA,MG,JOCELYN,,,SENG,,8/1/2016,Air Force,SengJocelyn,1.16E+18,we lay down our lives for the world,0,0,0,0,1,1,1,engineer,,,,https://www.linkedin.com/in/jocelyn-seng?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BFonimrRUQHe3Wy50IFmj4A%3D%3D,,,
NA,MG,DAVID,N.,,SENTY,,10/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/davidsenty?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BFu5VZd1%2FRCeUxbzRYdC0fQ%3D%3D,,,
NA,BG,JACK,K.,,SEWELL,,5/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jack-sewell-663682a9?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BRO%2FrJIY1T16SSRdfV6Cy9w%3D%3D,,,
NA,LTG,MARK,D.,"""SHACK""",SHACKELFORD,,11/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,SHARON,A.,,SHAFFER,,5/31/2020,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,JOHN,N.T.,"""JACK""",SHANAHAN,,8/1/2020,Air Force,Fermat15,,,0,0,1,0,0,0,0,WSO/intel,,,,https://www.linkedin.com/in/jack-shanahan-13139114?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BTRIbDAHZT42%2F4rC7NFNnBw%3D%3D,,,
NA,BG,JOHN,S.,,SHAPLAND,,10/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/john-s-b465a128?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BHX4LmJA%2BRAi2uEM%2BH0kzbQ%3D%3D,,,
NA,LTG,THOMAS,J.,,SHARPY,,11/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/thomas-sharpy-3a318318?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3ByIprqpWhTi29YPwJR3znfQ%3D%3D,,,
NA,MG,JON,R.,,SHASTEEN,,1/31/2015,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,GEN,WILLIAM,L.,,SHELTON,,9/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/william-shelton-a7b16b131?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BpcqgqLBtQbaCiziw1PjtuA%3D%3D,,,
NA,LTG,STEVEN,M.,,SHEPRO,,11/1/2019,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/steve-shepro-2206b88?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BN%2B%2B9GdOGRtepwQbhILcVww%3D%3D,,,
NA,LTG,JOHN,T.,"""TOM""",SHERIDAN,,8/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/tom-sheridan-1ba50a35?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BjmVt1JsVT3CpvjhR6hjv7w%3D%3D,,,
NA,BG,LYN,D.,,SHERLOCK,,11/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/lyn-sherlock-08b36041?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BU0qpMwamTkibD4XFhzQWTw%3D%3D,,,
NA,MG,RICHARD,A.,,SHOOK,,9/22/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/rich-shook-06b68140?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BjasXKH99T72g5GLlHmbkXA%3D%3D,,,
NA,BG,CHARLES,K.,,SHUGG,,9/1/2011,Air Force,CharlyShugg,8.04E+17,,0,0,0,0,0,0,0,pilot,,CharlyShugg,Y,https://www.linkedin.com/in/charles-shugg-a0a3b043?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BP66srvbRQDuX2wrTSX7AUQ%3D%3D,,,
NA,LTG,BRADFORD,J.,"""B.J.""",SHWEDO,,2/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,JAY,B.,,SILVERIA,,11/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jaysilveria?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B514gHfY4RMio7a5%2FlAoAlQ%3D%3D,,,
NA,BG,DANA,A.,,SIMMONS,,4/1/2010,Air Force,DanaSimEOS,3438185293,,0,0,0,0,0,0,0,OSI,,,,https://www.linkedin.com/in/dana-simmons-459b922a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B9AdOmbL3Te2cCWfXacUsIg%3D%3D,,,
NA,MG,KIMBERLY,A.,,SINISCALCHI,,10/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/kim-siniscalchi-23b96659?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BnGlmkA6nRRu2un1xbJqdHA%3D%3D,,,
NA,MG,CARL,M.,"""MIKE""",SKINNER,,9/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/eurpacskinner?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BZUVsLzM%2FQsWJMe%2FmrNUb%2Fg%3D%3D,,,
NA,BG,CHRISTOPHER,F.,,SKOMARS,,10/3/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/chris-skomars-6bb91017a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BPFpuT55ETp%2Bqxiqoxdf0Ig%3D%3D,,,
NA,BG,JEFFRY,F.,,SMITH,,9/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,,,,
1,BG,MARVIN,T.,"""TOM""",SMOOT,,8/1/2011,Air Force,AFBrigGen_Ret,,,0,0,0,0,0,0,0,personnel,,,,https://www.linkedin.com/in/tom-smoot-3706a445?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BIGXApLSgRi6U5%2F0uwozoEg%3D%3D,,,
1,BG,MARVIN,T.,"""TOM""",SMOOT,,8/1/2011,Air Force,TomSmootAFVet,,,0,0,0,0,0,0,0,personnel,,,,https://www.linkedin.com/in/tom-smoot-3706a445?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BIGXApLSgRi6U5%2F0uwozoEg%3D%3D,,,
NA,MG,MICHAEL,A.,,SNODGRASS,,12/1/2011,Air Force,mikesnod1,,"Former Major General USAF Fighter Pilot, VP Int BD at Raytheon, Pres of SG Strategic Solutions, Leadership Training and Strategy/Risk consultant",0,0,0,0,0,0,0,pilot,,,,https://www.linkedin.com/in/mike-snodgrass-6a544817?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BKO0M8MaRT4qARCmqfWk2Lg%3D%3D,,,
NA,MG,MARK,S.,,SOLO,,9/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mark-solo-b4584969?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B65dVtKr2TPqSuvS1hTi8xg%3D%3D,,,
NA,MG,BRADLEY,D.,,SPACY,,10/1/2019,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/bradley-spacy-a4620a203?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BIBT418woQ0CxL3oCXnu%2FQA%3D%3D,,,
NA,MG,WILLIAM,A.,,SPANGENTHAL,,12/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/williamspangenthal?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B5We6pdh5RRmfhKOveBdbyQ%3D%3D,,,
NA,LTG,GLENN,F.,,SPEARS,,7/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/glennspears1?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bk3X7eFsGROebc3sm6KxgJA%3D%3D,,,
NA,GEN,LARRY,O.,,SPENCER,,10/1/2015,Air Force,GenSpencerUSAF,1158114252,Vice Chief of Staff | U.S. Air Force,0,1,0,0,0,0,0,finance,,,,https://www.linkedin.com/in/larry-spencer-general-usaf-ret-68634595?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B2rK%2FeFjSQGuCMWjUAAMTpQ%3D%3D,,,
NA,BG,RICHARD,S.,,STAPP,,2/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/scott-stapp-4986b35?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bg26DZ6ftQP6blKH1JVVHaA%3D%3D,,,
NA,MG,ROBERT,P.,,STEEL,,1/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/robert-steel-07792533?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BMM3XaqvHSA%2BfmKlj4BtuVg%3D%3D,,,
NA,MG,HOWARD,D.,,STENDAHL,,9/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,CHARLES,E.,,STENNER,,7/31/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/charles-stenner-bb5a2940?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BJHiw3qtOR8%2BIkmfwJRPj1Q%3D%3D,,,
NA,MG,ERIKA,C.,,STEUTERMAN,,2/16/2011,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,JAMES,N.,,STEWART,,10/2/2014,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,MARK,D.,,STILLWAGON,,5/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mark-stillwagon-888a7316?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B8%2B2R5jCUT4ud9T145D7zBg%3D%3D,,,
NA,BG,DAVID,R.,,STILWELL,,11/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/dave-stilwell-b4721a95?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BSu3JIh03Q%2BSrqIYu5MPE5A%3D%3D,,,
NA,MG,MICHAEL,S.,,STOUGH,,10/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/michael-stough-73b69869?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BrRXrSrZ0TW%2BfU7quQ4SqmA%3D%3D,,,
NA,MG,LAWRENCE,A.,,STUTZRIEM,,11/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/lawrence-s-653158208?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BFue%2FpD4BTVeJKjgbtue3nQ%3D%3D,,,
NA,MG,JEFF,,,TALIAFERRO,,9/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jeff-taliaferro?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BllvwuRJfQrq1sLyTH%2FBbmw%3D%3D,,,
